Date,Close,High,Low,Open,Volume,Intraday Range,Year,Month,MA_20,MA_50,Volatility_20,Volatility_50,Daily_Return,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Rolling_Return_5,Rolling_Return_10,Target,MA_Cross,Price_Above_MA_20,Price_Above_MA_50,Intraday_Range,Volume_Avg_20,Volume_Diff,DayOfWeek,RSI_14,MACD,MACD_Signal
2010-01-04,6.43189811706543,6.446624608173617,6.3829098625572005,6.41446668654143,493729600,0.0637147456164166,2010,1,,,,,,,,,,,,,,,,,,1,0,0,0,0.06371474561641666,,,0,,0.0,0.0
2010-01-05,6.443016529083252,6.4793821235584055,6.409054923226288,6.449628601266614,601904800,0.0703272003321178,2010,1,,,,,0.0017286362152288,,,,,,,,,,,,,0,0,0,0,0.07032720033211781,,,1,,0.000886938850425345,0.00017738777008506902
2010-01-06,6.3405303955078125,6.468561319289456,6.333918324807697,6.443015083760133,552160000,0.1346429944817595,2010,1,,,,,-0.0159065451893263,0.0017286362152288,,,,,,,,,,,,0,0,0,0,0.13464299448175954,,,2,,-0.006603805627201531,-0.001178850909372251
2010-01-07,6.328810214996338,6.371487735528592,6.282827460801755,6.363974016902019,477131200,0.0886602747268368,2010,1,,,,,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,,,,,,,,1,0,0,0,0.0886602747268368,,,3,,-0.013332308656147873,-0.003609542458727376
2010-01-08,6.370885372161865,6.3714868708370425,6.2831279593800575,6.320394393643604,447610800,0.0883589114569849,2010,1,,,,,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,,,,,,,0,0,0,0,0.08835891145698493,,,4,,-0.015095569903158967,-0.0059067479476136945
2010-01-11,6.314684867858887,6.401541037129568,6.264794584715682,6.395530062951679,462229600,0.1367464524138855,2010,1,,,,,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,,,,-0.0182237415881242,,0,0,0,0,0.1367464524138855,,,0,,-0.020788244215975915,-0.008883047201286139
2010-01-12,6.242855548858643,6.304467241714201,6.203785414119402,6.287035012483797,594459600,0.1006818275947996,2010,1,,,,,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,,,-0.0310663459143863,,1,0,0,0,0.1006818275947996,,,1,,-0.030741387780556906,-0.013254715317140293
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000,0.2052695907151314,2010,1,,,,,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,,-0.0015165763007992,,0,0,0,0,0.2052695907151314,,,2,,-0.031164460061655852,-0.016836664266043407
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000,0.043278218597174,2010,1,,,,,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,,-0.005461000233792,,0,0,0,0,0.04327821859717407,,,3,,-0.03406569281794081,-0.020282469976422888
2010-01-15,6.189059257507324,6.359466801011032,6.187255964862835,6.339330033147573,594067600,0.1722108361481966,2010,1,,,,,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,,-0.0285401642052839,,1,0,0,0,0.17221083614819666,,,4,,-0.044341696500603156,-0.02509431528125894
2010-01-19,6.4628520011901855,6.467360232264817,6.228430004309414,6.261188612985054,730007600,0.2389302279554037,2010,1,,,,,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,,0.0234638998511951,0.0048125582155331,0,0,0,0,0.23893022795540375,,,1,,-0.03004636146815276,-0.026084724518637706
2010-01-20,6.363373756408691,6.4781801747506105,6.296352585470449,6.458945455016173,612152800,0.1818275892801617,2010,1,,,,,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,0.0017286362152288,0.0193049809669363,-0.0123611001640395,0,0,0,0,0.18182758928016174,,,2,,-0.02643949045415006,-0.02615567770574018
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400,0.1833307082724422,2010,1,,,,,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0159065451893263,-0.0122479737348129,-0.013745975048913,0,0,0,0,0.18333070827244224,,,3,,-0.03208722905168848,-0.027341987974929843
2010-01-22,5.943216323852539,6.2362445740977535,5.925484747683451,6.214605863638267,881767600,0.3107598264143023,2010,1,,,,,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0018484542743897,-0.0557703199303999,-0.0609267584340135,1,0,0,0,0.31075982641430233,,,4,31.4720938826308,-0.060888321847373916,-0.03405125474941866
2010-01-25,6.103104591369629,6.15209243870075,6.016548546840464,6.086274260524146,1065699600,0.1355438918602862,2010,1,,,,,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,0.0066481938525868,-0.0138881633801506,-0.0420319571220552,1,0,0,0,0.13554389186028626,,,0,38.882048748523054,-0.07000477694978269,-0.04124195918949147
2010-01-26,6.189361095428467,6.422882325061218,6.088379093904447,6.189661644265148,1867110000,0.3345032311567717,2010,1,,,,,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.008821459031197,-0.04231737098596,-0.0198464016895452,1,0,0,0,0.3345032311567717,,,1,41.83757079831778,-0.06946866279512687,-0.04688729991061855
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.21670880664754,1722568400,0.3320987640516399,2010,1,,,,,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0113749649433573,-0.0181835662027363,0.0007703813647452,0,0,0,0,0.33209876405163996,,,2,46.92420310844169,-0.06360594664717834,-0.050231029257930514
2010-01-28,5.989497661590576,6.176134387027389,5.97176609126056,6.159003914082566,1173502400,0.2043682957668293,2010,1,,,,,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,0.0141055559955964,-0.0421973765229111,-0.0539285178983933,0,0,0,0,0.20436829576682936,,,3,40.338829977310326,-0.07888233623237895,-0.0559612906528202
2010-01-29,5.772207260131836,6.076956870273054,5.717809140329178,6.043296212897563,1245952400,0.3591477299438752,2010,1,,,,,-0.0362785685437661,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0057915671516447,-0.028773824542508,-0.0829394190725512,1,0,0,0,0.3591477299438752,,,4,34.50047343516408,-0.10728578076755024,-0.06622618867576621
2010-02-01,5.852450847625732,5.89061973022452,5.749365050498798,5.781522959061045,749876400,0.1412546797257219,2010,2,6.223200273513794,,0.1964410443853499,,0.0139017162547387,-0.0362785685437661,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0167119747612044,-0.0410698751744063,-0.0543876534181323,1,0,0,0,0.14125467972572192,795943540.0,-46067140.0,0,38.18010357978709,-0.12191536388513757,-0.07736402371764049
2010-02-02,5.886412143707275,5.900237384215168,5.811878070780488,5.887915288507373,698342400,0.0883593134346796,2010,2,6.195925974845887,,0.203674960554915,,0.0058029186345616,0.0139017162547387,-0.0362785685437661,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,0.0442381842362797,-0.0489467243953423,-0.089192798686517,1,0,0,0,0.08835931343467962,806174180.0,-107831780.0,1,40.70529335580096,-0.1292787758837486,-0.08774697415086212
2010-02-03,5.987694263458252,6.016847084857601,5.843133555010432,5.8656743052896685,615328000,0.173713529847169,2010,2,6.173159861564637,,0.2000167212666924,,0.0172060870490098,0.0058029186345616,0.0139017162547387,-0.0362785685437661,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0153923136044542,-0.0416108526875008,-0.0590377851956416,0,0,0,0,0.17371352984716903,806845340.0,-191517340.0,2,41.11140172337187,-0.12549508312892144,-0.09529659594647398
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000,0.2043683419266546,2010,2,6.144728708267212,,0.2148379041572717,,-0.036038402163556,0.0172060870490098,0.0058029186345616,0.0139017162547387,-0.0362785685437661,-0.0413222011428067,0.0094200083189324,0.0141332174088599,0.0269026498119198,-0.0495983956413907,-0.0172864486238327,-0.0363286446251766,-0.076993047652272,1,0,0,0,0.20436834192665465,817119940.0,-59467940.0,3,37.62105986868319,-0.13831428059067985,-0.10390013287531516
