Date,Close,High,Low,Open,Volume
2010-01-04,6.43189811706543,6.446624608173617,6.3829098625572005,6.41446668654143,493729600
2010-01-05,6.443016529083252,6.4793821235584055,6.409054923226288,6.449628601266614,601904800
2010-01-06,6.3405303955078125,6.468561319289456,6.333918324807697,6.443015083760133,552160000
2010-01-07,6.328810214996338,6.371487735528592,6.282827460801755,6.363974016902019,477131200
2010-01-08,6.370885372161865,6.3714868708370425,6.2831279593800575,6.320394393643604,447610800
2010-01-11,6.314684867858887,6.401541037129568,6.264794584715682,6.395530062951679,462229600
2010-01-12,6.242855548858643,6.304467241714201,6.203785414119402,6.287035012483797,594459600
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000
2010-01-15,6.189059257507324,6.359466801011032,6.187255964862835,6.339330033147573,594067600
2010-01-19,6.4628520011901855,6.467360232264817,6.228430004309414,6.261188612985054,730007600
2010-01-20,6.363373756408691,6.4781801747506105,6.296352585470449,6.458945455016173,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.943216323852539,6.2362445740977535,5.925484747683451,6.214605863638267,881767600
2010-01-25,6.103104591369629,6.15209243870075,6.016548546840464,6.086274260524146,1065699600
2010-01-26,6.189361095428467,6.422882325061218,6.088379093904447,6.189661644265148,1867110000
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.2167088066475396,1722568400
2010-01-28,5.989497661590576,6.176134387027389,5.97176609126056,6.159003914082566,1173502400
2010-01-29,5.772207260131836,6.076956870273054,5.717809140329178,6.043296212897563,1245952400
2010-02-01,5.852450847625732,5.89061973022452,5.749365050498798,5.781522959061045,749876400
2010-02-02,5.886412143707275,5.900237384215168,5.811878070780488,5.887915288507373,698342400
2010-02-03,5.987694263458252,6.016847084857601,5.843133555010432,5.8656743052896685,615328000
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000
2010-02-05,5.8743896484375,5.890619277087695,5.7358399176861825,5.789336779962896,850306800
2010-02-08,5.8341193199157715,5.9471232540675585,5.830512734540702,5.881304676039466,478270800
2010-02-09,5.896329879760742,5.935700554058665,5.853051671255216,5.903242098312823,632886800
2010-02-10,5.864171028137207,5.908651828539395,5.838324645916877,5.88731247241822,370361600
2010-02-11,5.9708638191223145,6.003322675434187,5.832314087184033,5.856958677782569,550345600
2010-02-12,6.022256851196289,6.060125182568202,5.875592304617224,5.95403350423053,655468800
2010-02-16,6.113022804260254,6.121738317984046,6.0565208350183815,6.069143483048277,543737600
2010-02-17,6.087475299835205,6.140370267876735,6.036682968969654,6.136763683346639,436396800
2010-02-18,6.0988969802856445,6.127749262980207,6.03848787704189,6.059826038688119,422825200
2010-02-19,6.0610270500183105,6.107010200522477,6.044196723375819,6.066737876825547,415469600
2010-02-22,6.023459434509277,6.085972364718372,5.9864931456019566,6.081163986445865,390563600
2010-02-23,5.9224772453308105,6.050808735508546,5.881904373320494,6.010836559651006,575094800
2010-02-24,6.030674934387207,6.054116939606744,5.945921371695585,5.957642775572132,460566400
2010-02-25,6.070944786071777,6.096791171246051,5.917368014697658,5.932094499450434,665126000
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800
2010-03-01,6.281024932861328,6.296352116233436,6.174632684086188,6.183648745116841,550093600
2010-03-02,6.27681827545166,6.3363253312647645,6.243457760770478,6.30927634122238,566546400
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800
2010-03-04,6.332718372344971,6.339029897011529,6.270205427066917,6.289741499920631,366041200
2010-03-05,6.580363750457764,6.602904503194715,6.450529512263567,6.459846522585055,899620400
2010-03-08,6.5842719078063965,6.614626129451996,6.559326761429584,6.612222140584392,429889600
2010-03-09,6.7026848793029785,6.7621919262095584,6.548506983317725,6.5611296294393195,920259200
2010-03-10,6.757381439208984,6.776616554179589,6.708093062163147,6.727027227195752,596218000
2010-03-11,6.777218341827393,6.777218341827393,6.71170072335993,6.729433098879419,405700400
2010-03-12,6.810279846191406,6.844240655443198,6.78473360047212,6.833420899072645,416323600
2010-03-15,6.727331161499023,6.777220259728557,6.619436140493898,6.773614476390071,493502800
2010-03-16,6.745662689208984,6.761591372833132,6.6873578325998615,6.737548273644507,446908000
2010-03-17,6.735743999481201,6.8057698467089285,6.710198160157494,6.7591859977108,450956800
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600
2010-03-19,6.6795430183410645,6.769405087345478,6.648887447418922,6.755880794999445,559445600
2010-03-22,6.754678249359131,6.792246439510847,6.616429043072803,6.626046602475909,456419600
2010-03-23,6.863174915313721,6.875797964573612,6.735143537563871,6.781427248983313,602431200
2010-03-24,6.893529415130615,6.918474561685097,6.837628146643048,6.841535681905854,597780400
2010-03-25,6.81178092956543,6.941615574408979,6.799758980265102,6.940112429479772,542284400
2010-03-26,6.939511299133301,6.971067708447738,6.868883559296409,6.880905507149471,640875200
2010-03-29,6.9842915534973145,7.028771961236219,6.961150506006988,7.00262542656534,540744400
2010-03-30,7.0882792472839355,7.137268288753161,7.040192253266694,7.110820000650351,527310000
2010-03-31,7.062734127044678,7.111122078733144,7.046505295667688,7.077461418341242,430659600
2010-04-01,7.091885089874268,7.174834122643583,6.9951108170434475,7.135163299707479,603145200
2010-04-05,7.167623519897461,7.168224617439328,7.055821784710631,7.062133710166944,684507600
2010-04-06,7.1991801261901855,7.220217735829615,7.122842349944207,7.1589073968499175,447017200
2010-04-07,7.231037139892578,7.270708769817774,7.172731488661108,7.1994799244308725,628502000
2010-04-08,7.21150016784668,7.259286200932017,7.154096577652403,7.226226650903175,572989200
2010-04-09,7.2667975425720215,7.269803830885226,7.226825785493601,7.255978596295912,334182800
2010-04-12,7.2818284034729,7.30527040107466,7.267402064928249,7.27912306372913,333026400
2010-04-13,7.286037445068359,7.297158152263126,7.2463658048317345,7.268907366763366,306210800
2010-04-14,7.38401460647583,7.387621192111281,7.335327305464289,7.371692506821468,404076400
2010-04-15,7.481089115142822,7.484394750377887,7.378603989921102,7.386718405522398,376784800
2010-04-16,7.435407638549805,7.547810489158443,7.34975323154238,7.470570646542218,750545600
2010-04-19,7.425487995147705,7.450132189333422,7.266200372828594,7.4242858001858,566924400
2010-04-20,7.350953102111816,7.491005597220147,7.301964863949601,7.469667039104502,738326400
2010-04-21,7.790647506713867,7.821603630557924,7.6857579862158385,7.778024457639563,982391200
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800
2010-04-23,8.139575958251953,8.180148839445415,8.024468585248192,8.054221710443349,796955600
2010-04-26,8.099601745605469,8.188561749534966,8.060230268796682,8.17113072818747,479068800
2010-04-27,7.875395774841309,8.049709968555657,7.8297139878906945,8.03257909781591,709343600
2010-04-28,7.862176895141602,7.934306200042421,7.706195678258213,7.911766243686018,758402400
2010-04-29,8.073758125305176,8.11463115574628,7.87449869113748,7.904852915177807,558840800
2010-04-30,7.846846103668213,8.13175902891825,7.844141566820421,8.093890697850025,542463600
2010-05-03,8.00493335723877,8.050916919201944,7.900644937162111,7.92949761997303,454342000
2010-05-04,7.774417877197266,7.912968059449203,7.716413967509294,7.9009469104756,723819600
2010-05-05,7.693571090698242,7.758187866430827,7.475377519197532,7.6046110706627035,883103200
2010-05-06,7.400845050811768,7.76149477242292,5.988297432089755,7.628655416831916,1285860800
2010-05-07,7.088578701019287,7.4104595361454,6.768501960620582,7.324505015823203,1676018400
2010-05-10,7.633462429046631,7.653298646757999,7.469366822464971,7.521060405482423,984306400
2010-05-11,7.709501266479492,7.810783392751203,7.52857492023416,7.568846850207621,848906800
2010-05-12,7.876904010772705,7.90816028613887,7.775020767640109,7.791248799174738,654379600
2010-05-13,7.764801502227783,7.964361091905828,7.705894739465647,7.910864207589212,599712400
2010-05-14,7.628355979919434,7.708300369178028,7.498522086487165,7.66862872339958,759362800
